Polish,English,Link
swoją,its,https://translate.google.com/translate_tts?ie=UTF-8&q=swoją&tl=pl&client=tw-ob
chciałem,I wanted,https://translate.google.com/translate_tts?ie=UTF-8&q=chciałem&tl=pl&client=tw-ob
długo,long,https://translate.google.com/translate_tts?ie=UTF-8&q=długo&tl=pl&client=tw-ob
mamo,mum,https://translate.google.com/translate_tts?ie=UTF-8&q=mamo&tl=pl&client=tw-ob
kiedyś,Once,https://translate.google.com/translate_tts?ie=UTF-8&q=kiedyś&tl=pl&client=tw-ob
cholera,cholera,https://translate.google.com/translate_tts?ie=UTF-8&q=cholera&tl=pl&client=tw-ob
wciąż,still,https://translate.google.com/translate_tts?ie=UTF-8&q=wciąż&tl=pl&client=tw-ob
nadzieję,hope,https://translate.google.com/translate_tts?ie=UTF-8&q=nadzieję&tl=pl&client=tw-ob
aż,until,https://translate.google.com/translate_tts?ie=UTF-8&q=aż&tl=pl&client=tw-ob
będą,will be,https://translate.google.com/translate_tts?ie=UTF-8&q=będą&tl=pl&client=tw-ob
jutro,Tomorrow,https://translate.google.com/translate_tts?ie=UTF-8&q=jutro&tl=pl&client=tw-ob
każdy,everyone,https://translate.google.com/translate_tts?ie=UTF-8&q=każdy&tl=pl&client=tw-ob
dni,days,https://translate.google.com/translate_tts?ie=UTF-8&q=dni&tl=pl&client=tw-ob
problem,problem,https://translate.google.com/translate_tts?ie=UTF-8&q=problem&tl=pl&client=tw-ob
widzę,I see,https://translate.google.com/translate_tts?ie=UTF-8&q=widzę&tl=pl&client=tw-ob
mógł,could,https://translate.google.com/translate_tts?ie=UTF-8&q=mógł&tl=pl&client=tw-ob
stary,old,https://translate.google.com/translate_tts?ie=UTF-8&q=stary&tl=pl&client=tw-ob
taka,such,https://translate.google.com/translate_tts?ie=UTF-8&q=taka&tl=pl&client=tw-ob
żebyś,that you,https://translate.google.com/translate_tts?ie=UTF-8&q=żebyś&tl=pl&client=tw-ob
widzisz,You see,https://translate.google.com/translate_tts?ie=UTF-8&q=widzisz&tl=pl&client=tw-ob
twojej,your,https://translate.google.com/translate_tts?ie=UTF-8&q=twojej&tl=pl&client=tw-ob
tato,dad,https://translate.google.com/translate_tts?ie=UTF-8&q=tato&tl=pl&client=tw-ob
potrzebuję,I need,https://translate.google.com/translate_tts?ie=UTF-8&q=potrzebuję&tl=pl&client=tw-ob
znowu,again,https://translate.google.com/translate_tts?ie=UTF-8&q=znowu&tl=pl&client=tw-ob
kurwa,whore,https://translate.google.com/translate_tts?ie=UTF-8&q=kurwa&tl=pl&client=tw-ob
dziecko,kid,https://translate.google.com/translate_tts?ie=UTF-8&q=dziecko&tl=pl&client=tw-ob
nocy,night,https://translate.google.com/translate_tts?ie=UTF-8&q=nocy&tl=pl&client=tw-ob
znaleźć,to find,https://translate.google.com/translate_tts?ie=UTF-8&q=znaleźć&tl=pl&client=tw-ob
sama,alone,https://translate.google.com/translate_tts?ie=UTF-8&q=sama&tl=pl&client=tw-ob
dokładnie,Exactly,https://translate.google.com/translate_tts?ie=UTF-8&q=dokładnie&tl=pl&client=tw-ob
dnia,day,https://translate.google.com/translate_tts?ie=UTF-8&q=dnia&tl=pl&client=tw-ob
oh,oh,https://translate.google.com/translate_tts?ie=UTF-8&q=oh&tl=pl&client=tw-ob
pierwszy,first,https://translate.google.com/translate_tts?ie=UTF-8&q=pierwszy&tl=pl&client=tw-ob
czuję,I feel,https://translate.google.com/translate_tts?ie=UTF-8&q=czuję&tl=pl&client=tw-ob
pieniądze,money,https://translate.google.com/translate_tts?ie=UTF-8&q=pieniądze&tl=pl&client=tw-ob
powiem,I will say,https://translate.google.com/translate_tts?ie=UTF-8&q=powiem&tl=pl&client=tw-ob
zrobił,he did,https://translate.google.com/translate_tts?ie=UTF-8&q=zrobił&tl=pl&client=tw-ob
nami,us,https://translate.google.com/translate_tts?ie=UTF-8&q=nami&tl=pl&client=tw-ob
miała,she had,https://translate.google.com/translate_tts?ie=UTF-8&q=miała&tl=pl&client=tw-ob
twoją,your,https://translate.google.com/translate_tts?ie=UTF-8&q=twoją&tl=pl&client=tw-ob
gdyby,if,https://translate.google.com/translate_tts?ie=UTF-8&q=gdyby&tl=pl&client=tw-ob
nasz,our,https://translate.google.com/translate_tts?ie=UTF-8&q=nasz&tl=pl&client=tw-ob
nasze,our,https://translate.google.com/translate_tts?ie=UTF-8&q=nasze&tl=pl&client=tw-ob
razie,in time in time,https://translate.google.com/translate_tts?ie=UTF-8&q=razie&tl=pl&client=tw-ob
samo,itself,https://translate.google.com/translate_tts?ie=UTF-8&q=samo&tl=pl&client=tw-ob
były,were,https://translate.google.com/translate_tts?ie=UTF-8&q=były&tl=pl&client=tw-ob
dobre,Good,https://translate.google.com/translate_tts?ie=UTF-8&q=dobre&tl=pl&client=tw-ob
słuchaj,listen,https://translate.google.com/translate_tts?ie=UTF-8&q=słuchaj&tl=pl&client=tw-ob
koniec,end,https://translate.google.com/translate_tts?ie=UTF-8&q=koniec&tl=pl&client=tw-ob
chciał,he wanted,https://translate.google.com/translate_tts?ie=UTF-8&q=chciał&tl=pl&client=tw-ob
widziałem,I saw,https://translate.google.com/translate_tts?ie=UTF-8&q=widziałem&tl=pl&client=tw-ob
jakie,What,https://translate.google.com/translate_tts?ie=UTF-8&q=jakie&tl=pl&client=tw-ob
wszystkim,everyone,https://translate.google.com/translate_tts?ie=UTF-8&q=wszystkim&tl=pl&client=tw-ob
znam,I know,https://translate.google.com/translate_tts?ie=UTF-8&q=znam&tl=pl&client=tw-ob
wcześniej,before,https://translate.google.com/translate_tts?ie=UTF-8&q=wcześniej&tl=pl&client=tw-ob
spokój,composure,https://translate.google.com/translate_tts?ie=UTF-8&q=spokój&tl=pl&client=tw-ob
chwilę,moments,https://translate.google.com/translate_tts?ie=UTF-8&q=chwilę&tl=pl&client=tw-ob
mama,mom,https://translate.google.com/translate_tts?ie=UTF-8&q=mama&tl=pl&client=tw-ob
sobą,ourselves,https://translate.google.com/translate_tts?ie=UTF-8&q=sobą&tl=pl&client=tw-ob
zostać,stay,https://translate.google.com/translate_tts?ie=UTF-8&q=zostać&tl=pl&client=tw-ob
został,left,https://translate.google.com/translate_tts?ie=UTF-8&q=został&tl=pl&client=tw-ob
wy,You,https://translate.google.com/translate_tts?ie=UTF-8&q=wy&tl=pl&client=tw-ob
czegoś,something,https://translate.google.com/translate_tts?ie=UTF-8&q=czegoś&tl=pl&client=tw-ob
żyje,is alive,https://translate.google.com/translate_tts?ie=UTF-8&q=żyje&tl=pl&client=tw-ob
mówić,to talk,https://translate.google.com/translate_tts?ie=UTF-8&q=mówić&tl=pl&client=tw-ob
bym,that,https://translate.google.com/translate_tts?ie=UTF-8&q=bym&tl=pl&client=tw-ob
którzy,who,https://translate.google.com/translate_tts?ie=UTF-8&q=którzy&tl=pl&client=tw-ob
porozmawiać,talk,https://translate.google.com/translate_tts?ie=UTF-8&q=porozmawiać&tl=pl&client=tw-ob
spójrz,look,https://translate.google.com/translate_tts?ie=UTF-8&q=spójrz&tl=pl&client=tw-ob
roku,year,https://translate.google.com/translate_tts?ie=UTF-8&q=roku&tl=pl&client=tw-ob
mogą,may,https://translate.google.com/translate_tts?ie=UTF-8&q=mogą&tl=pl&client=tw-ob
chciałbym,I'd like,https://translate.google.com/translate_tts?ie=UTF-8&q=chciałbym&tl=pl&client=tw-ob
zabić,kill,https://translate.google.com/translate_tts?ie=UTF-8&q=zabić&tl=pl&client=tw-ob
poza,apart from,https://translate.google.com/translate_tts?ie=UTF-8&q=poza&tl=pl&client=tw-ob
dom,House,https://translate.google.com/translate_tts?ie=UTF-8&q=dom&tl=pl&client=tw-ob
we,in,https://translate.google.com/translate_tts?ie=UTF-8&q=we&tl=pl&client=tw-ob
imię,name,https://translate.google.com/translate_tts?ie=UTF-8&q=imię&tl=pl&client=tw-ob
twojego,yours,https://translate.google.com/translate_tts?ie=UTF-8&q=twojego&tl=pl&client=tw-ob
lub,or,https://translate.google.com/translate_tts?ie=UTF-8&q=lub&tl=pl&client=tw-ob
och,oh,https://translate.google.com/translate_tts?ie=UTF-8&q=och&tl=pl&client=tw-ob
miło,Nice,https://translate.google.com/translate_tts?ie=UTF-8&q=miło&tl=pl&client=tw-ob
którą,which,https://translate.google.com/translate_tts?ie=UTF-8&q=którą&tl=pl&client=tw-ob
kogo,whom,https://translate.google.com/translate_tts?ie=UTF-8&q=kogo&tl=pl&client=tw-ob
sir,sir,https://translate.google.com/translate_tts?ie=UTF-8&q=sir&tl=pl&client=tw-ob
minut,minutes,https://translate.google.com/translate_tts?ie=UTF-8&q=minut&tl=pl&client=tw-ob
jakby,as if,https://translate.google.com/translate_tts?ie=UTF-8&q=jakby&tl=pl&client=tw-ob
prawie,almost,https://translate.google.com/translate_tts?ie=UTF-8&q=prawie&tl=pl&client=tw-ob
drzwi,door,https://translate.google.com/translate_tts?ie=UTF-8&q=drzwi&tl=pl&client=tw-ob
byłam,I was,https://translate.google.com/translate_tts?ie=UTF-8&q=byłam&tl=pl&client=tw-ob
jesteście,you are,https://translate.google.com/translate_tts?ie=UTF-8&q=jesteście&tl=pl&client=tw-ob
posłuchaj,listen,https://translate.google.com/translate_tts?ie=UTF-8&q=posłuchaj&tl=pl&client=tw-ob
powiedziałem,I said,https://translate.google.com/translate_tts?ie=UTF-8&q=powiedziałem&tl=pl&client=tw-ob
powodu,reason,https://translate.google.com/translate_tts?ie=UTF-8&q=powodu&tl=pl&client=tw-ob
powinniśmy,we should,https://translate.google.com/translate_tts?ie=UTF-8&q=powinniśmy&tl=pl&client=tw-ob
gdzieś,somewhere,https://translate.google.com/translate_tts?ie=UTF-8&q=gdzieś&tl=pl&client=tw-ob
końcu,end,https://translate.google.com/translate_tts?ie=UTF-8&q=końcu&tl=pl&client=tw-ob
lubię,I like,https://translate.google.com/translate_tts?ie=UTF-8&q=lubię&tl=pl&client=tw-ob
mów,say,https://translate.google.com/translate_tts?ie=UTF-8&q=mów&tl=pl&client=tw-ob
sprawy,Affairs,https://translate.google.com/translate_tts?ie=UTF-8&q=sprawy&tl=pl&client=tw-ob
czekaj,Wait,https://translate.google.com/translate_tts?ie=UTF-8&q=czekaj&tl=pl&client=tw-ob
pomysł,idea,https://translate.google.com/translate_tts?ie=UTF-8&q=pomysł&tl=pl&client=tw-ob
zrobię,I will do,https://translate.google.com/translate_tts?ie=UTF-8&q=zrobię&tl=pl&client=tw-ob
wiemy,We know,https://translate.google.com/translate_tts?ie=UTF-8&q=wiemy&tl=pl&client=tw-ob
wydaje,spends,https://translate.google.com/translate_tts?ie=UTF-8&q=wydaje&tl=pl&client=tw-ob
byłeś,you were,https://translate.google.com/translate_tts?ie=UTF-8&q=byłeś&tl=pl&client=tw-ob
razy,times,https://translate.google.com/translate_tts?ie=UTF-8&q=razy&tl=pl&client=tw-ob
moich,mine,https://translate.google.com/translate_tts?ie=UTF-8&q=moich&tl=pl&client=tw-ob
człowiek,man,https://translate.google.com/translate_tts?ie=UTF-8&q=człowiek&tl=pl&client=tw-ob
jednak,But,https://translate.google.com/translate_tts?ie=UTF-8&q=jednak&tl=pl&client=tw-ob
innego,another,https://translate.google.com/translate_tts?ie=UTF-8&q=innego&tl=pl&client=tw-ob
dość,enough,https://translate.google.com/translate_tts?ie=UTF-8&q=dość&tl=pl&client=tw-ob
pomocy,help,https://translate.google.com/translate_tts?ie=UTF-8&q=pomocy&tl=pl&client=tw-ob
przecież,yet,https://translate.google.com/translate_tts?ie=UTF-8&q=przecież&tl=pl&client=tw-ob
panu,Lord,https://translate.google.com/translate_tts?ie=UTF-8&q=panu&tl=pl&client=tw-ob
broń,weapon,https://translate.google.com/translate_tts?ie=UTF-8&q=broń&tl=pl&client=tw-ob
żadnych,no,https://translate.google.com/translate_tts?ie=UTF-8&q=żadnych&tl=pl&client=tw-ob
noc,night,https://translate.google.com/translate_tts?ie=UTF-8&q=noc&tl=pl&client=tw-ob
macie,you have,https://translate.google.com/translate_tts?ie=UTF-8&q=macie&tl=pl&client=tw-ob
ciągle,all the time,https://translate.google.com/translate_tts?ie=UTF-8&q=ciągle&tl=pl&client=tw-ob
c,c,https://translate.google.com/translate_tts?ie=UTF-8&q=c&tl=pl&client=tw-ob
żebym,that I would,https://translate.google.com/translate_tts?ie=UTF-8&q=żebym&tl=pl&client=tw-ob
źle,Badly,https://translate.google.com/translate_tts?ie=UTF-8&q=źle&tl=pl&client=tw-ob
powiedziała,she said,https://translate.google.com/translate_tts?ie=UTF-8&q=powiedziała&tl=pl&client=tw-ob
facet,guy,https://translate.google.com/translate_tts?ie=UTF-8&q=facet&tl=pl&client=tw-ob
mówiłem,I said,https://translate.google.com/translate_tts?ie=UTF-8&q=mówiłem&tl=pl&client=tw-ob
którego,whose,https://translate.google.com/translate_tts?ie=UTF-8&q=którego&tl=pl&client=tw-ob
podoba,like,https://translate.google.com/translate_tts?ie=UTF-8&q=podoba&tl=pl&client=tw-ob
miejscu,place,https://translate.google.com/translate_tts?ie=UTF-8&q=miejscu&tl=pl&client=tw-ob
jeżeli,if,https://translate.google.com/translate_tts?ie=UTF-8&q=jeżeli&tl=pl&client=tw-ob
skoro,since,https://translate.google.com/translate_tts?ie=UTF-8&q=skoro&tl=pl&client=tw-ob
ego,ego,https://translate.google.com/translate_tts?ie=UTF-8&q=ego&tl=pl&client=tw-ob
ojca,father,https://translate.google.com/translate_tts?ie=UTF-8&q=ojca&tl=pl&client=tw-ob
powinieneś,you should,https://translate.google.com/translate_tts?ie=UTF-8&q=powinieneś&tl=pl&client=tw-ob
lata,years,https://translate.google.com/translate_tts?ie=UTF-8&q=lata&tl=pl&client=tw-ob
sprawa,thing,https://translate.google.com/translate_tts?ie=UTF-8&q=sprawa&tl=pl&client=tw-ob
niczego,nothing,https://translate.google.com/translate_tts?ie=UTF-8&q=niczego&tl=pl&client=tw-ob
takim,such,https://translate.google.com/translate_tts?ie=UTF-8&q=takim&tl=pl&client=tw-ob
pamiętasz,Do you remember,https://translate.google.com/translate_tts?ie=UTF-8&q=pamiętasz&tl=pl&client=tw-ob
sądzę,I think,https://translate.google.com/translate_tts?ie=UTF-8&q=sądzę&tl=pl&client=tw-ob
właściwie,actually,https://translate.google.com/translate_tts?ie=UTF-8&q=właściwie&tl=pl&client=tw-ob
dwie,two,https://translate.google.com/translate_tts?ie=UTF-8&q=dwie&tl=pl&client=tw-ob
pokoju,room,https://translate.google.com/translate_tts?ie=UTF-8&q=pokoju&tl=pl&client=tw-ob
którym,which,https://translate.google.com/translate_tts?ie=UTF-8&q=którym&tl=pl&client=tw-ob
myślałam,I thought,https://translate.google.com/translate_tts?ie=UTF-8&q=myślałam&tl=pl&client=tw-ob
jedno,one,https://translate.google.com/translate_tts?ie=UTF-8&q=jedno&tl=pl&client=tw-ob
idziemy,we are going,https://translate.google.com/translate_tts?ie=UTF-8&q=idziemy&tl=pl&client=tw-ob
również,also,https://translate.google.com/translate_tts?ie=UTF-8&q=również&tl=pl&client=tw-ob
bądź,be,https://translate.google.com/translate_tts?ie=UTF-8&q=bądź&tl=pl&client=tw-ob
znasz,you know,https://translate.google.com/translate_tts?ie=UTF-8&q=znasz&tl=pl&client=tw-ob
swój,your,https://translate.google.com/translate_tts?ie=UTF-8&q=swój&tl=pl&client=tw-ob
swojego,of its own,https://translate.google.com/translate_tts?ie=UTF-8&q=swojego&tl=pl&client=tw-ob
byś,that,https://translate.google.com/translate_tts?ie=UTF-8&q=byś&tl=pl&client=tw-ob
chodźmy,let's go,https://translate.google.com/translate_tts?ie=UTF-8&q=chodźmy&tl=pl&client=tw-ob
nowy,new,https://translate.google.com/translate_tts?ie=UTF-8&q=nowy&tl=pl&client=tw-ob
chciałam,I wanted,https://translate.google.com/translate_tts?ie=UTF-8&q=chciałam&tl=pl&client=tw-ob
pewien,a,https://translate.google.com/translate_tts?ie=UTF-8&q=pewien&tl=pl&client=tw-ob
wczoraj,Yesterday,https://translate.google.com/translate_tts?ie=UTF-8&q=wczoraj&tl=pl&client=tw-ob
jedną,one,https://translate.google.com/translate_tts?ie=UTF-8&q=jedną&tl=pl&client=tw-ob
musiał,he had to,https://translate.google.com/translate_tts?ie=UTF-8&q=musiał&tl=pl&client=tw-ob
której,which,https://translate.google.com/translate_tts?ie=UTF-8&q=której&tl=pl&client=tw-ob
idę,I'm going,https://translate.google.com/translate_tts?ie=UTF-8&q=idę&tl=pl&client=tw-ob
poważnie,seriously,https://translate.google.com/translate_tts?ie=UTF-8&q=poważnie&tl=pl&client=tw-ob
swoim,his own,https://translate.google.com/translate_tts?ie=UTF-8&q=swoim&tl=pl&client=tw-ob
życiu,life,https://translate.google.com/translate_tts?ie=UTF-8&q=życiu&tl=pl&client=tw-ob
rozumiesz,You understand,https://translate.google.com/translate_tts?ie=UTF-8&q=rozumiesz&tl=pl&client=tw-ob
których,whose,https://translate.google.com/translate_tts?ie=UTF-8&q=których&tl=pl&client=tw-ob
podczas,while,https://translate.google.com/translate_tts?ie=UTF-8&q=podczas&tl=pl&client=tw-ob
miałam,I had,https://translate.google.com/translate_tts?ie=UTF-8&q=miałam&tl=pl&client=tw-ob
oczy,Eyes,https://translate.google.com/translate_tts?ie=UTF-8&q=oczy&tl=pl&client=tw-ob
rano,in the morning,https://translate.google.com/translate_tts?ie=UTF-8&q=rano&tl=pl&client=tw-ob
sprawę,case,https://translate.google.com/translate_tts?ie=UTF-8&q=sprawę&tl=pl&client=tw-ob
wystarczy,enough,https://translate.google.com/translate_tts?ie=UTF-8&q=wystarczy&tl=pl&client=tw-ob
spokojnie,Relax,https://translate.google.com/translate_tts?ie=UTF-8&q=spokojnie&tl=pl&client=tw-ob
całą,whole,https://translate.google.com/translate_tts?ie=UTF-8&q=całą&tl=pl&client=tw-ob
telefon,Telephone,https://translate.google.com/translate_tts?ie=UTF-8&q=telefon&tl=pl&client=tw-ob
rzecz,thing,https://translate.google.com/translate_tts?ie=UTF-8&q=rzecz&tl=pl&client=tw-ob
matka,mother,https://translate.google.com/translate_tts?ie=UTF-8&q=matka&tl=pl&client=tw-ob
samochód,car,https://translate.google.com/translate_tts?ie=UTF-8&q=samochód&tl=pl&client=tw-ob
świat,world,https://translate.google.com/translate_tts?ie=UTF-8&q=świat&tl=pl&client=tw-ob
nimi,them,https://translate.google.com/translate_tts?ie=UTF-8&q=nimi&tl=pl&client=tw-ob
dwóch,two,https://translate.google.com/translate_tts?ie=UTF-8&q=dwóch&tl=pl&client=tw-ob
pracę,work,https://translate.google.com/translate_tts?ie=UTF-8&q=pracę&tl=pl&client=tw-ob
dać,to give,https://translate.google.com/translate_tts?ie=UTF-8&q=dać&tl=pl&client=tw-ob
byli,were,https://translate.google.com/translate_tts?ie=UTF-8&q=byli&tl=pl&client=tw-ob
powinienem,I should,https://translate.google.com/translate_tts?ie=UTF-8&q=powinienem&tl=pl&client=tw-ob
weź,take,https://translate.google.com/translate_tts?ie=UTF-8&q=weź&tl=pl&client=tw-ob
jedna,one,https://translate.google.com/translate_tts?ie=UTF-8&q=jedna&tl=pl&client=tw-ob
zamknij,close,https://translate.google.com/translate_tts?ie=UTF-8&q=zamknij&tl=pl&client=tw-ob
the,the,https://translate.google.com/translate_tts?ie=UTF-8&q=the&tl=pl&client=tw-ob
mały,small,https://translate.google.com/translate_tts?ie=UTF-8&q=mały&tl=pl&client=tw-ob
da,da,https://translate.google.com/translate_tts?ie=UTF-8&q=da&tl=pl&client=tw-ob
pozwól,let,https://translate.google.com/translate_tts?ie=UTF-8&q=pozwól&tl=pl&client=tw-ob
całe,all,https://translate.google.com/translate_tts?ie=UTF-8&q=całe&tl=pl&client=tw-ob
wina,fault,https://translate.google.com/translate_tts?ie=UTF-8&q=wina&tl=pl&client=tw-ob
wiedziałem,I knew,https://translate.google.com/translate_tts?ie=UTF-8&q=wiedziałem&tl=pl&client=tw-ob
wrócić,come back,https://translate.google.com/translate_tts?ie=UTF-8&q=wrócić&tl=pl&client=tw-ob
między,between,https://translate.google.com/translate_tts?ie=UTF-8&q=między&tl=pl&client=tw-ob
chcą,they want,https://translate.google.com/translate_tts?ie=UTF-8&q=chcą&tl=pl&client=tw-ob
idzie,goes,https://translate.google.com/translate_tts?ie=UTF-8&q=idzie&tl=pl&client=tw-ob
śmierci,death,https://translate.google.com/translate_tts?ie=UTF-8&q=śmierci&tl=pl&client=tw-ob
mówił,he spoke,https://translate.google.com/translate_tts?ie=UTF-8&q=mówił&tl=pl&client=tw-ob
numer,number,https://translate.google.com/translate_tts?ie=UTF-8&q=numer&tl=pl&client=tw-ob
oto,here,https://translate.google.com/translate_tts?ie=UTF-8&q=oto&tl=pl&client=tw-ob
miejsca,place,https://translate.google.com/translate_tts?ie=UTF-8&q=miejsca&tl=pl&client=tw-ob
dopóki,as long as,https://translate.google.com/translate_tts?ie=UTF-8&q=dopóki&tl=pl&client=tw-ob
